"PhraseID","EN","PT-BR"
"QID198_Choice96","Fall River","Fall River"
"QID198_Choice97","Falmouth","Falmouth"
"QID198_Choice98","Fitchburg","Fitchburg"
"QID198_Choice99","Florida","Flórida"
"QID198_Choice100","Foxborough","Foxborough"
"QID198_Choice101","Framingham","Framingham"
"QID198_Choice102","Franklin","Franklin"
"QID198_Choice103","Freetown","Freetown"
"QID198_Choice104","Gardner","Gardner"
"QID198_Choice105","Georgetown","Georgetown"
"QID198_Choice106","Gill","Gill"
"QID198_Choice107","Gloucester","Gloucester"
"QID198_Choice108","Goshen","Goshen"
"QID198_Choice109","Gosnold","Gosnold"
"QID198_Choice110","Grafton","Grafton"
"QID198_Choice111","Granby","Granby"
"QID198_Choice112","Granville","Granville"
"QID198_Choice113","Great Barrington","Great Barrington"
"QID198_Choice114","Greenfield","Greenfield"
"QID198_Choice115","Groton","Groton"
"QID198_Choice116","Groveland","Groveland"
"QID198_Choice117","Hadley","Hadley"
"QID198_Choice118","Halifax","Halifax"
"QID198_Choice119","Hamilton","Hamilton"
"QID198_Choice120","Hampden","Hampden"
"QID198_Choice121","Hancock","Hancock"
"QID198_Choice122","Hanover","Hanover"
"QID198_Choice123","Hanson","Hanson"
"QID198_Choice124","Hardwick","Hardwick"
"QID198_Choice125","Harvard","Harvard"
"QID198_Choice126","Harwich","Harwich"
"QID198_Choice127","Hatfield","Hatfield"
"QID198_Choice128","Haverhill","Haverhill"
"QID198_Choice129","Hawley","Hawley"
"QID198_Choice130","Heath","Saúde"
"QID198_Choice131","Hingham","Hingham"
"QID198_Choice132","Hinsdale","Hinsdale"
"QID198_Choice133","Holbrook","Holbrook"
"QID198_Choice134","Holden","Holden"
"QID198_Choice135","Holland","Holland"
"QID198_Choice136","Holliston","Holliston"
"QID198_Choice137","Holyoke","Holyoke"
"QID198_Choice138","Hopedale","Hopedale"
"QID198_Choice139","Hopkinton","Hopkinton"
"QID198_Choice140","Hubbardston","Hubbardston"
"QID198_Choice141","Hudson","Hudson"
"QID198_Choice142","Hull","Hull"
"QID198_Choice143","Huntington","Huntington"
"QID198_Choice144","Ipswich","Ipswich"
"QID198_Choice145","Kingston","Kingston"
"QID198_Choice146","Lakeville","Lakeville"
"QID198_Choice147","Lancaster","Lancaster"
"QID198_Choice148","Lanesborough","Lanesborough"
"QID198_Choice149","Lawrence","Lawrence"
"QID198_Choice150","Lee","Lee"
"QID198_Choice151","Leicester","Leicester"
"QID198_Choice152","Lenox","Lenox"
"QID198_Choice153","Leominster","Leominster"
"QID198_Choice154","Leverett","Leverett"
"QID198_Choice155","Lexington","Lexington"
"QID198_Choice156","Leyden","Leyden"
"QID198_Choice157","Lincoln","Lincoln"
"QID198_Choice158","Littleton","Littleton"
"QID198_Choice159","Longmeadow","Longmeadow"
"QID198_Choice160","Lowell","Lowell"
"QID198_Choice161","Ludlow","Ludlow"
"QID198_Choice162","Lunenburg","Lunenburg"
"QID198_Choice163","Lynn","Lynn"
"QID198_Choice164","Lynnfield","Lynnfield"
"QID198_Choice165","Malden","Malden"
"QID198_Choice166","Manchester-by-the-Sea","Manchester-by-the-Sea"
"QID198_Choice167","Mansfield","Mansfield"
"QID198_Choice168","Marblehead","Marblehead"
"QID198_Choice169","Marion","Marion"
"QID198_Choice170","Marlborough","Marlborough"
"QID198_Choice171","Marshfield","Marshfield"
"QID198_Choice172","Mashpee","Mashpee"
"QID198_Choice173","Mattapoisett","Mattapoisett"
"QID198_Choice174","Maynard","Maynard"
"QID198_Choice175","Medfield","Medfield"
"QID198_Choice176","Medford","Medford"
"QID198_Choice177","Medway","Medway"
"QID198_Choice178","Melrose","Melrose"
"QID198_Choice179","Mendon","Mendon"
"QID198_Choice180","Merrimac","Merrimac"
"QID198_Choice181","Methuen","Methuen"
"QID198_Choice182","Middleborough","Middleborough"
"QID198_Choice183","Middlefield","Middlefield"
"QID198_Choice184","Middleton","Middleton"
"QID198_Choice185","Milford","Milford"
"QID198_Choice186","Millbury","Millbury"
"QID198_Choice187","Millis","Millis"
"QID198_Choice188","Millville","Millville"
"QID198_Choice189","Milton","Milton"
"QID198_Choice190","Monroe","Monroe"
"QID198_Choice191","Monson","Monson"
"QID198_Choice192","Montague","Montague"
"QID198_Choice193","Monterey","Monterey"
"QID198_Choice194","Montgomery","Montgomery"
"QID198_Choice195","Mount Washington","Mount Washington"
"QID198_Choice196","Nahant","Nahant"
"QID198_Choice197","Nantucket","Nantucket"
"QID198_Choice198","Natick","Natick"
"QID198_Choice199","Needham","Needham"
"QID198_Choice200","New Ashford","New Ashford"
"QID198_Choice201","New Bedford","New Bedford"
"QID198_Choice202","New Braintree","New Braintree"
"QID198_Choice203","New Marlborough","New Marlborough"
"QID198_Choice204","New Salem","Nova Salem"
"QID198_Choice205","Newbury","Newbury"
"QID198_Choice206","Newburyport","Newburyport"
"QID198_Choice207","Newton","Newton"
"QID198_Choice208","Norfolk","Norfolk"
"QID198_Choice209","North Adams","North Adams"
"QID198_Choice210","North Andover","North Andover"
"QID198_Choice211","North Attleborough","North Attleborough"
"QID198_Choice212","North Brookfield","North Brookfield"
"QID198_Choice213","North Reading","North Reading"
"QID198_Choice214","Northampton","Northampton"
"QID198_Choice215","Northborough","Northborough"
"QID198_Choice216","Northbridge","Northbridge"
"QID198_Choice217","Northfield","Northfield"
"QID198_Choice218","Norton","Norton"
"QID198_Choice219","Norwell","Norwell"
"QID198_Choice220","Norwood","Norwood"
"QID198_Choice221","Oak Bluffs","Oak Bluffs"
"QID198_Choice222","Oakham","Oakham"
"QID198_Choice223","Orange","Orange"
"QID198_Choice224","Orleans","Orleans"
"QID198_Choice225","Otis","Otis"
"QID198_Choice226","Oxford","Oxford"
"QID198_Choice227","Palmer","Palmer"
"QID198_Choice228","Paxton","Paxton"
"QID198_Choice229","Peabody","Peabody"
"QID198_Choice230","Pelham","Pelham"
"QID198_Choice231","Pembroke","Pembroke"
"QID198_Choice232","Pepperell","Pepperell"
"QID198_Choice233","Peru","Peru"
"QID198_Choice234","Petersham","Petersham"
"QID198_Choice235","Phillipston","Phillipston"
"QID198_Choice236","Pittsfield","Pittsfield"
"QID198_Choice237","Plainfield","Plainfield"
"QID198_Choice238","Plainville","Plainville"
"QID198_Choice239","Plymouth","Plymouth"
"QID198_Choice240","Plympton","Plympton"
"QID198_Choice241","Princeton","Princeton"
"QID198_Choice242","Provincetown","Provincetown"
"QID198_Choice243","Quincy","Quincy"
"QID198_Choice244","Randolph","Randolph"
"QID198_Choice245","Raynham","Raynham"
"QID198_Choice246","Reading","Reading"
"QID198_Choice247","Rehoboth","Rehoboth"
"QID198_Choice248","Revere","Revere"
"QID198_Choice249","Richmond","Richmond"
"QID198_Choice250","Rochester","Rochester"
"QID198_Choice251","Rockland","Rockland"
"QID198_Choice252","Rockport","Rockport"
"QID198_Choice253","Rowe","Rowe"
"QID198_Choice254","Rowley","Rowley"
"QID198_Choice255","Royalston","Royalston"
"QID198_Choice256","Russell","Russell"
"QID198_Choice257","Rutland","Rutland"
"QID198_Choice258","Salem","Salem"
"QID198_Choice259","Salisbury","Salisbury"
"QID198_Choice260","Sandisfield","Sandisfield"
"QID198_Choice261","Sandwich","Sandwich"
"QID198_Choice262","Saugus","Saugus"
"QID198_Choice263","Savoy","Savoy"
"QID198_Choice264","Scituate","Scituate"
"QID198_Choice265","Seekonk","Seekonk"
"QID198_Choice266","Sharon","Sharon"
"QID198_Choice267","Sheffield","Sheffield"
"QID198_Choice268","Shelburne","Shelburne"
"QID198_Choice269","Sherborn","Sherborn"
"QID198_Choice270","Shirley","Shirley"
"QID198_Choice271","Shrewsbury","Shrewsbury"
"QID198_Choice272","Shutesbury","Shutesbury"
"QID198_Choice273","Somerset","Somerset"
"QID198_Choice274","Somerville","Somerville"
"QID198_Choice275","South Hadley","South Hadley"
"QID198_Choice276","Southampton","Southampton"
"QID198_Choice277","Southborough","Southborough"
"QID198_Choice278","Southbridge","Southbridge"
"QID198_Choice279","Southwick","Southwick"
"QID198_Choice280","Spencer","Spencer"
"QID198_Choice281","Springfield","Springfield"
"QID198_Choice282","Sterling","Sterling"
"QID198_Choice283","Stockbridge","Stockbridge"
"QID198_Choice284","Stoneham","Stoneham"
"QID198_Choice285","Stoughton","Stoughton"
"QID198_Choice286","Stow","Stow"
"QID198_Choice287","Sturbridge","Sturbridge"
"QID198_Choice288","Sudbury","Sudbury"
"QID198_Choice289","Sunderland","Sunderland"
"QID198_Choice290","Sutton","Sutton"
"QID198_Choice291","Swampscott","Swampscott"
"QID198_Choice292","Swansea","Swansea"
"QID198_Choice293","Taunton","Taunton"
"QID198_Choice294","Templeton","Templeton"
"QID198_Choice295","Tewksbury","Tewksbury"
"QID198_Choice296","Tisbury","Tisbury"
"QID198_Choice297","Tolland","Tolland"
"QID198_Choice298","Topsfield","Topsfield"
"QID198_Choice299","Townsend","Townsend"
"QID198_Choice300","Truro","Truro"
"QID198_Choice301","Tyngsborough","Tyngsborough"
"QID198_Choice302","Tyringham","Tyringham"
"QID198_Choice303","Upton","Upton"
"QID198_Choice304","Uxbridge","Uxbridge"
"QID198_Choice305","Wakefield","Wakefield"
"QID198_Choice306","Wales","País de Gales"
"QID198_Choice307","Walpole","Walpole"
"QID198_Choice308","Waltham","Waltham"
"QID198_Choice309","Ware","Ware"
"QID198_Choice310","Wareham","Wareham"
"QID198_Choice311","Warren","Warren"
"QID198_Choice312","Warwick","Warwick"
"QID198_Choice313","Washington","Washington"
"QID198_Choice314","Watertown","Watertown"
"QID198_Choice315","Wayland","Wayland"
"QID198_Choice316","Webster","Webster"
"QID198_Choice317","Wellesley","Wellesley"
"QID198_Choice318","Wellfleet","Wellfleet"
"QID198_Choice319","Wendell","Wendell"
"QID198_Choice320","Wenham","Wenham"
"QID198_Choice321","West Boylston","West Boylston"
"QID198_Choice322","West Bridgewater","West Bridgewater"
"QID198_Choice323","West Brookfield","West Brookfield"
"QID198_Choice324","West Newbury","West Newbury"
"QID198_Choice325","West Springfield","West Springfield"
"QID198_Choice326","West Stockbridge","West Stockbridge"
"QID198_Choice327","West Tisbury","West Tisbury"
"QID198_Choice328","Westborough","Westborough"
"QID198_Choice329","Westfield","Westfield"
"QID198_Choice330","Westford","Westford"
"QID198_Choice331","Westhampton","Westhampton"
"QID198_Choice332","Westminster","Westminster"
"QID198_Choice333","Weston","Weston"
"QID198_Choice334","Westport","Westport"
"QID198_Choice335","Westwood","Westwood"
"QID198_Choice336","Weymouth","Weymouth"
"QID198_Choice337","Whately","Whately"
"QID198_Choice338","Whitman","Whitman"
"QID198_Choice339","Wilbraham","Wilbraham"
"QID198_Choice340","Williamsburg","Williamsburg"
"QID198_Choice341","Williamstown","Williamstown"
"QID198_Choice342","Wilmington","Wilmington"
"QID198_Choice343","Winchendon","Winchendon"
"QID198_Choice344","Winchester","Winchester"
"QID198_Choice345","Windsor","Windsor"
"QID198_Choice346","Winthrop","Winthrop"
"QID198_Choice347","Woburn","Woburn"
"QID198_Choice348","Worcester","Worcester"
"QID198_Choice349","Worthington","Worthington"
"QID198_Choice350","Wrentham","Wrentham"
"QID198_Choice351","Yarmouth","Yarmouth"
"QID199_QuestionText","Do you currently rent or own your home?","Atualmente, você mora de aluguel ou é proprietário de sua casa?"
"QID199_Choice1","Rent","Aluguel"
"QID199_Choice2","Own","Sou o proprietário"
"QID199_Choice3","Other, please explain:","Outro, favor explicar:"
"QID200_QuestionText","Do you have any children under age 18 currently living at home with you?","Você tem algum filho menor de 18 anos morando com você no momento?"
"QID200_Choice1","Yes","Sim"
"QID200_Choice2","No","Não"
"QID201_QuestionText","How many children under age 18 do you currently have living at home with you?&nbsp;<br><i>If you have 2 children, please type: 2</i><br>","Quantos filhos menores de 18 anos você tem atualmente morando em casa com você?&nbsp;<br><i>Se você tem 2 filhos, digite: 2</i><br>"
"QID202_QuestionText","Is your current income for your work paid as an hourly rate or annual salary?","Sua renda atual pelo seu trabalho é paga por hora ou como salário anual?"
"QID202_Choice1","Hourly rate","Taxa horária"
"QID202_Choice2","Annual salary","Salário anual"
"QID203_QuestionText","What is your hourly rate in your current role?","Qual é o seu valor por hora em seu cargo atual?"
"QID203_Choice1","Less than $12.00 an hour","Menos de US$ 12.00 por hora"
"QID203_Choice2","Between $12.00 and $13.99 an hour","Entre US$ 12.00 e US$ 13.99 por hora"
"QID203_Choice3","Between $14.00 and $15.99 an hour","Entre US$ 14.00 e US$ 15.99 por hora"
"QID203_Choice4","Between $16.00 and $17.99 an hour","Entre US$ 16.00 e US$ 17.99 por hora"
"QID203_Choice5","Between $18.00 and $19.99 an hour","Entre US$ 18.00 e US$ 19.99 por hora"
"QID203_Choice6","Between $20.00 and $21.99 an hour","Entre US$ 20.00 e US$ 21.99 por hora"
"QID203_Choice7","Between $22.00 and $23.99 an hour","Entre US$ 22.00 e US$ 23.99 por hora"
"QID203_Choice8","Between $24.00 and $25.99 an hour","Entre US$ 24.00 e US$ 25.99 por hora"
"QID203_Choice9","Between $26.00 and $27.99 an hour","Entre US$ 26.00 e US$ 27.99 por hora"
"QID203_Choice10","Between $28.00 and $29.99 an hour","Entre US$ 28.00 e US$ 29.99 por hora"
"QID203_Choice11","Between $30.00 and $31.99 an hour","Entre US$ 30.00 e US$ 31.99 por hora"
"QID203_Choice12","Between $32.00 and $33.99 an hour","Entre US$ 32.00 e US$ 33.99 por hora"
"QID203_Choice13","Between $34.00 and $35.99 an hour","Entre US$ 34.00 e US$ 35.99 por hora"
"QID203_Choice14","Between $36.00 and $37.99 an hour","Entre US$ 36.00 e US$ 37.99 por hora"
"QID203_Choice15","Between $38.00 and $39.99 an hour","Entre US$ 38.00 e US$ 39.99 por hora"
"QID203_Choice16","Over $40.00 an hour","Mais de US$ 40.00 por hora"
"QID204_QuestionText","What is your annual salary in your current role?","Qual é o seu salário anual em sua função atual?"
"QID204_Choice1"," $10,000 or less ","US$ 10,000 ou menos"
"QID204_Choice2","$10,001 to $20,000","US$ 10,001 a US$ 20,000"
"QID204_Choice3","$20,001 to $30,000","US$ 20,001 a US$ 30,000"
"QID204_Choice4","$30,001 to $40,000","US$ 30,001 a US$ 40,000"
"QID204_Choice5","$40,001 to $50,000","US$ 40,001 a US$ 50,000"
"QID204_Choice6","$50,001 to $75,000","US$ 50,001 a US$ 75,000"
"QID204_Choice7","$75,001 to $100,000","US$ 75,001 a US$ 100,000"
"QID204_Choice8","$100,001 to $125,000","$100,001 a $125,000"
"QID204_Choice9","$125,001 to $150,000","$125,001 a $150,000"
"QID204_Choice10","$150,001 to $200,000","US$ 150,001 a US$ 200,000"
"QID204_Choice11","$201,000 to $250,000","US$ 201,000 a US$ 250,000"
"QID204_Choice12","More than $250,000","Mais de US$ 250,000"
"QID216_QuestionText","Since the start of the calendar year (since January 2023), how much of your own money have you spent on materials related to your work?<br><i>Please type only a number (e.g., if you have spent $20, please type: 20)</i><br>","Desde o início do ano civil (desde janeiro de 2023), quanto do seu próprio dinheiro você gastou em materiais relacionados ao seu trabalho?<br><i>Por favor, digite apenas um número (por exemplo, se você gastou US$ 20, digite: 20)</i><br>"
"QID205_QuestionText","In the 2022 tax year, what was the <b>total income</b> of all persons in your household, including salaries or other earnings, interest, retirement, and so on for all household members?","No ano fiscal de 2022, qual foi a <b>renda total</b> de todas as pessoas de sua família, incluindo salários ou outros ganhos, juros, aposentadoria e assim por diante, para todos os membros da família?"
"QID205_Choice1"," $10,000 or less ","US$ 10,000 ou menos"
"QID205_Choice2","$10,001 to $20,000","US$ 10,001 a US$ 20,000"
"QID205_Choice3","$20,001 to $30,000","US$ 20,001 a US$ 30,000"
"QID205_Choice4","$30,001 to $40,000","US$ 30,001 a US$ 40,000"
"QID205_Choice5","$40,001 to $50,000","US$ 40,001 a US$ 50,000"
"QID205_Choice6","$50,001 to $75,000","US$ 50,001 a US$ 75,000"
"QID205_Choice7","$75,001 to $100,000","US$ 75,001 a US$ 100,000"
"QID205_Choice8","$100,001 to $125,000","$100,001 a $125,000"
"QID205_Choice9","$125,001 to $150,000","$125,001 a $150,000"
"QID205_Choice10","$150,001 to $200,000","US$ 150,001 a US$ 200,000"
"QID205_Choice11","$201,000 to $250,000","US$ 201,000 a US$ 250,000"
"QID205_Choice12","More than $250,000","Mais de US$ 250,000"
"QID206_QuestionText","Including yourself, how many adults contribute to your household income?&nbsp;<br><i>Please type a number (if you and a spouse contribute income, type: 2)</i><br>","Incluindo você, quantos adultos contribuem para a renda familiar?&nbsp;<br><i>Por favor, digite um número (se você e um cônjuge contribuem com a renda, digite: 2)</i><br>"
"QID207_QuestionText","Have you received any of the following types of public supports or assistance from the state or federal government so far in 2023?<br><i>➘(Check all that apply.)</i>","Você recebeu algum dos seguintes tipos de apoio ou assistência pública do governo estadual ou federal até o momento em 2023?<br><i>➘(Marque todas as opções aplicáveis.)</i>"
"QID207_Choice1","Unemployment benefits","Benefícios de desemprego"
"QID207_Choice2","Pay day protection loans","Empréstimos para proteção do dia de pagamento"
"QID207_Choice3","SNAP or TANF (Food stamps)","SNAP ou TANF (cupons de alimentos)"
"QID207_Choice4","Earned income tax credit (EITC)","Crédito de imposto de renda auferida (EITC)"
"QID207_Choice5","Emergency CCDBG funds","Fundos emergenciais do CCDBG (Subsídio de Bloco para Cuidados e Desenvolvimento Infantil)"
"QID207_Choice6","Free meals from community programs (e.g., school lunch program, food bank, food pantry)","Refeições gratuitas de programas comunitários (por exemplo, programa de merenda escolar, banco de alimentos, despensa de alimentos)"
"QID207_Choice7","Other supports or assistances for individuals. Please explain:","Outros suportes ou assistências para indivíduos. Por favor, explique:"
"QID219_QuestionText","Do you have any of the following credentials?<br><i>Check all that apply</i><br>","Você tem alguma das seguintes credenciais?<br><i>Marque todas as opções aplicáveis</i><br>"
"QID219_Choice1","Home Visiting Child Development Associate (CDA)","Associado de Desenvolvimento Infantil em Visitas Domiciliares (CDA)"
"QID219_Choice4","Clinical License (Speech language pathologist, RN, Occupational therapist, physical therapist, social worker, mental health clinician, other)","Licença Clínica (Fonoaudiólogo, RN, Terapeuta Ocupacional, Fisioterapeuta, Assistente Social, Médico de Saúde Mental, outro)"
"QID219_Choice5","Developmental Specialist (EI recognized category)","Especialista em Desenvolvimento (categoria reconhecida pela EI [Intervenção precoce])"
"QID219_Choice6","Infant/Early Childhood Mental Health credential","Credencial de Saúde Mental Infantil/Primeira Infância"
"QID219_Choice7","Other, please type in","Outro, favor digitar"
"QID233_QuestionText","How many years <b>total</b> have you worked in the field of family support/home visiting? <br><i>Please type number</i>","Há quantos anos <b>no total</b> você trabalha na área de apoio familiar/visitas domiciliares? <br><i>Digite o número</i>"
"QID234_QuestionText","What is the <b>highest</b> grade or year of schooling that you have completed?<br><i>Check one</i><br>","Qual é a <b>maior</b> série ou ano de escolaridade que você concluiu?<br><i>Marque uma</i><br>"
"QID234_Choice1","12th grade or below (no high school diploma)","12ª série ou menos (sem diploma do ensino médio)"
"QID234_Choice2","High school diploma/GED","Diploma de ensino médio/GED (Certificado de equivalência)"
"QID234_Choice3","Vocational/technical program after high school","Programa vocacional/técnico após o ensino médio"
"QID234_Choice4","Some college (no college degree)","Grau Superior incompleto (sem diploma universitário)"
"QID234_Choice5","Associate's degree (2 year degree)","Diploma de associado (2 anos)"
"QID234_Choice6","Bachelor's degree (4 year degree)","Bacharelado (4 anos)"
"QID234_Choice7","Some graduate or professional school (no graduate degree)","Alguma pós-graduação ou curso profissionalizante (sem diploma de pós-graduação)"
"QID234_Choice8","Master's degree (MA, MS)","Mestrado (MA, MS)"
"QID234_Choice9","Doctoral degree (PhD, EdD)","Doutorado (PhD, EdD)"
"QID234_Choice10","Professional degree after Bachelor's degree (MD, DDS, JD)","Diploma profissional após o diploma de bacharel (MD, DDS, JD)"
"QID235_QuestionText","Do you have plans to complete your degree?<br>","Você tem planos de concluir sua graduação?<br>"
"QID235_Choice1","Yes","Sim"
"QID235_Choice2","No","Não"
"QID235_Choice3","Unsure","Não tenho certeza"
"QID236_QuestionText","What was your major(s) for your <b>Associate's</b> degree? <br>(e.g., early childhood education, education, child and family studies, political science)","Qual(is) foi(ram) a(s) sua(s) área(s) de habilitação principal no seu diploma de associado <b></b> ? <br>(por exemplo, educação infantil, educação, estudos sobre crianças e famílias, ciência política)"
"QID237_QuestionText","What was your major(s) for your <b>Bachelor's</b> degree? <br>(e.g., early childhood education, education, child and family studies, political science)","Qual(is) foi(ram) a(s) sua(s) área(s) de especialização no seu bacharelado <b></b> ? <br>(por exemplo, educação infantil, educação, estudos sobre crianças e famílias, ciência política)"
"QID238_QuestionText","What was your <b>graduate</b> degree in?➘<br>(e.g., master's in early childhood education, doctorate in education leadership)","Qual é o seu diploma de pós-graduação <b></b> ?➘<br>(por exemplo, mestrado em educação infantil, doutorado em liderança educacional)"
"QID208_QuestionText","For each statement below, choose the response that best reflects your current opinion:","Para cada afirmação abaixo, escolha a resposta que melhor reflete sua opinião atual:"
"QID208_Choice1","My family needs support with finding or paying for medical care","Minha família precisa de apoio para encontrar ou pagar por atendimento médico"
"QID208_Choice2","My family needs support with finding or paying for food","Minha família precisa de apoio para encontrar ou pagar por alimentos"
"QID208_Choice3","My family needs financial support due to income or employment disruption","Minha família precisa de apoio financeiro devido à interrupção da renda ou do emprego"
"QID208_Choice4","My family needs support with finding or paying for health insurance","Minha família precisa de apoio para encontrar ou pagar um seguro de saúde"
"QID208_Choice5","My family needs support paying for other bills (e.g., utilities)","Minha família precisa de apoio para pagar outras contas (por exemplo, contas de consumo)"
"QID208_Answer1","Strongly agree","Concordo totalmente"
"QID208_Answer2","Agree","Concordo"
"QID208_Answer3","Neither agree nor disagree","Não concordo nem discordo"
"QID208_Answer4","Disagree","Discordo"
"QID208_Answer5","Strongly disagree","Discordo totalmente"
"QID210_QuestionText","<b>Open ended questions<br></b>You're almost to the end! We appreciate your time. To conclude we'd like to ask you a few open questions to capture any remaining thoughts.<br>","<b>Perguntas abertas<br></b>Você está quase no fim! Nós agradecemos seu tempo. Para concluir, gostaríamos de lhe fazer algumas perguntas abertas para captar quaisquer pensamentos restantes.<br>"
"QID211_QuestionText","What do you wish others knew about your role?","O que você gostaria que as pessoas soubessem sobre sua função?"
"QID212_QuestionText","What do you enjoy most about your role?","O que você mais gosta em sua função?"
"QID213_QuestionText","What do you most wish you could change about your role","O que você mais gostaria de poder mudar em sua função?"
"QID18_QuestionText","Please indicate the name of your current early education program in Cambridge?&nbsp;<br><i>If you are a family child care provider, please look for the name your program is registered under with the Department of Early Education and Care (typically ""Last Name, First Name"").</i><br>","Indique o nome do seu programa de educação infantil atual em Cambridge?&nbsp;<br><i>Se você for um prestador de cuidados infantis familiares procure o nome sob o qual o seu programa está registrado no  Department of Early Education and Care (Departamento de Educação e Cuidados Infantis) (normalmente ""Last Name, First Name"").</i><br>"
"QID18_Choice1","Alef-Bet Child Care Center","Centro Alef-Bet Child Care"
"QID18_Choice122","Allen, Judy","Allen, Judy"
"QID18_Choice123","Amigos (JK)","Amigos (JK)"
"QID18_Choice124","Artisan Child Care Center","Artisan Child Care Center"
"QID18_Choice125","Aster Montessori School","Escola Aster Montessori"
"QID18_Choice126","Baldwin (JK)","Baldwin (JK)"
"QID18_Choice127","Baldwin (Special Start)","Baldwin (Special Start)"
"QID18_Choice128","Barnes, Winsome","Barnes, Winsome"
"QID18_Choice129","Bright Horizons at Biogen Idec","Bright Horizons na Biogen Idec"
"QID18_Choice130","Bright Horizons at Mass Ave","Bright Horizons na Mass Ave"
"QID18_Choice131","Bright Horizons Children's Center @ University Park","Centro Infantil Bright Horizons na University Park"
"QID18_Choice132","Bright Horizons Children's Center at Kendall Square","Centro Infantil Bright Horizons na Kendall Square"
"QID18_Choice133","Buckingham Browne & Nichols Lower School","Escola de Ensino Fundamental Buckingham Browne & Nichols Lower"
"QID18_Choice134","CAAS Head Start- Frisoli Center","CAAS Head Start - Centro Frisoli"
"QID18_Choice135","CAAS Head Start/ Jefferson Park ","CAAS Head Start/ Jefferson Park"
"QID18_Choice136","Calle, Reina","Calle, Reina"
"QID18_Choice137","Cambridge Ellis School","Escola Cambridge-Ellis"
"QID18_Choice138","Cambridge Family YMCA - A Child's Place","Cambridge Family YMCA - A Child's Place"
"QID18_Choice139","Cambridge Friends School","Escola Cambridge Friends"
"QID18_Choice140","Cambridge Montessori","Cambridge Montessori"
"QID18_Choice141","Cambridge Nursery School","Cambridge Nursery School"
"QID18_Choice142","Cambridge Our Place, Salvation Army","Cambridge Our Place, Salvation Army"
"QID18_Choice143","Cambridgeport (JK)","Cambridgeport (JK)"
"QID18_Choice144","Cambridgeport (Special Start)","Cambridgeport (Special Start)"
"QID18_Choice145","Cambridgeport Children's Center - Tot Lot","Centro Infantil Cambridgeport - Tot Lot"
"QID18_Choice165","Campus Child Care - Botanic Gardens","Cuidados Infantis no Campus - Botanic Gardens"
"QID18_Choice166","Campus Child Care - Harvard Yard","Cuidados Infantis no Campus - Harvard Yard"
"QID18_Choice167","Campus Child Care - Oxford Street","Cuidados Infantis no Campus - Oxford Street"
"QID18_Choice168","Campus Child Care - Peabody Terrace","Cuidados Infantis no Campus - Peabody Terrace"
"QID18_Choice169","Campus Child Care - Radcliffe","Cuidados infantis no campus - Radcliffe"
"QID18_Choice146","Capucine Montessori School","Escola Capucine Montessori"
"QID18_Choice147","Cedar Child Care","Cedar Child Care"
"QID18_Choice148","Children's Village","Children's Village"
"QID18_Choice149","Clarke, Laura","Clarke, Laura"
"QID18_Choice150","Dejesus-Acevedo, Jennie","Dejesus-Acevedo, Jennie"
"QID18_Choice151","East End House, Inc.","East End House, Inc."
"QID18_Choice152","Ecole Francaise - Concord Ave","Ecole Francaise - Concord Ave"
"QID18_Choice153","Ecole Francaise - Walden Square ","Ecole Francaise - Walden Square"
"QID18_Choice154","Evergreen Day School","Escola Diurna Evergreen"
"QID18_Choice155","Fatima, Kaniz","Fatima, Kaniz"
"QID18_Choice156","Fayerweather Street School","Fayerweather Street School"
"QID18_Choice157","Fletcher-Maynard Academy (JK)","Fletcher-Maynard Academy (JK)"
"QID18_Choice158","Fletcher-Maynard Academy Scholar College","Faculdade Acadêmica Fletcher-Maynard Academy"
"QID18_Choice159","Garden Cooperative Nursery School","Garden Cooperative Nursery School"
"QID18_Choice160","Graham & Parks (JK)","Graham & Parks (JK)"
"QID18_Choice161","Graham & Parks (Special Start)","Graham & Parks (Special Start)"
"QID18_Choice162","Greaves, Cynthia","Greaves, Cynthia"
"QID18_Choice163","Haggerty Elementary School","Escola de Ensino Fundamental Haggerty"
"QID18_Choice164","Haggerty Preschool (DHSP)","Pré-escola Haggerty (DHSP)"
"QID18_Choice170","Holder, Dian","Holder, Dian"
"QID18_Choice171","International School of Boston","International School of Boston"
"QID18_Choice172","Jun Zi Lan Montessori","Jun Zi Lan Montessori"
"QID18_Choice173","Kennedy-Longfellow (JK)","Kennedy-Longfellow (JK)"
"QID18_Choice174","Kennedy-Longfellow (Special Start)","Kennedy-Longfellow (Special Start)"
"QID18_Choice175","Kennedy-Longfellow Preschool (DHSP)","Pré-escola Kennedy-Longfellow (DHSP)"
"QID18_Choice176","Kiddie Academy of Cambridge","Kiddie Academy de Cambridge"
"QID18_Choice177","KinderCare - Cambridge","KinderCare - Cambridge"
"QID18_Choice178","King Open (JK)","King Open (JK)"
"QID18_Choice179","King Open Preschool (DHSP)","Pré-escola King Open (DHSP)"
"QID18_Choice180","Lee, Melissa","Lee, Melissa"
"QID18_Choice181","Little Folks Fellowship Nursery School","Escola Maternal Little Folks Fellowship"
"QID18_Choice182","Malik Academy/Al Bustan Preschool","Pré-escola Malik Academy/Al Bustan"
"QID18_Choice183","Martin Luther King Elementary School","Escola de Ensino Fundamental Martin Luther King"
"QID18_Choice184","Martin Luther King Preschool (DHSP)","Pré-escola Martin Luther King (DHSP)"
