PhraseID,EN,PT-BR
QID205_Choice8,"$100,001 to $125,000",""
QID205_Choice9,"$125,001 to $150,000",""
QID205_Choice10,"$150,001 to $200,000",""
QID205_Choice11,"$201,000 to $250,000",""
QID205_Choice12,"More than $250,000",""
QID206_QuestionText,"Including yourself, how many adults contribute to your household income?&nbsp;<br><i>Please type a number (if you and a spouse contribute income, type: 2)</i><br>",""
QID207_QuestionText,"Have you received any of the following types of public supports or assistance from the state or federal government so far in 2023?<br><i>➘(Check all that apply.)</i>",""
QID207_Choice1,"Unemployment benefits",""
QID207_Choice2,"Pay day protection loans",""
QID207_Choice3,"SNAP or TANF (Food stamps)",""
QID207_Choice4,"Earned income tax credit (EITC)",""
QID207_Choice5,"Emergency CCDBG funds",""
QID207_Choice6,"Free meals from community programs (e.g., school lunch program, food bank, food pantry)",""
QID207_Choice7,"Other supports or assistances for individuals. Please explain:",""
QID219_QuestionText,"Do you have any of the following credentials?<br><i>Check all that apply</i><br>",""
QID219_Choice1,"Home Visiting Child Development Associate (CDA)",""
QID219_Choice4,"Clinical License (Speech language pathologist, RN, Occupational therapist, physical therapist, social worker, mental health clinician, other)",""
QID219_Choice5,"Developmental Specialist (EI recognized category)",""
QID219_Choice6,"Infant/Early Childhood Mental Health credential",""
QID219_Choice7,"Other, please type in",""
QID233_QuestionText,"How many years <b>total</b> have you worked in the field of family support/home visiting? <br><i>Please type number</i>",""
QID234_QuestionText,"What is the <b>highest</b> grade or year of schooling that you have completed?<br><i>Check one</i><br>",""
QID234_Choice1,"12th grade or below (no high school diploma)",""
QID234_Choice2,"High school diploma/GED",""
QID234_Choice3,"Vocational/technical program after high school",""
QID234_Choice4,"Some college (no college degree)",""
QID234_Choice5,"Associate's degree (2 year degree)",""
QID234_Choice6,"Bachelor's degree (4 year degree)",""
QID234_Choice7,"Some graduate or professional school (no graduate degree)",""
QID234_Choice8,"Master's degree (MA, MS)",""
QID234_Choice9,"Doctoral degree (PhD, EdD)",""
QID234_Choice10,"Professional degree after Bachelor's degree (MD, DDS, JD)",""
QID235_QuestionText,"Do you have plans to complete your degree?<br>",""
QID235_Choice1,"Yes",""
QID235_Choice2,"No",""
QID235_Choice3,"Unsure",""
QID236_QuestionText,"What was your major(s) for your <b>Associate's</b> degree? <br>(e.g., early childhood education, education, child and family studies, political science)",""
QID237_QuestionText,"What was your major(s) for your <b>Bachelor's</b> degree? <br>(e.g., early childhood education, education, child and family studies, political science)",""
QID238_QuestionText,"What was your <b>graduate</b> degree in?➘<br>(e.g., master's in early childhood education, doctorate in education leadership)",""
QID208_QuestionText,"For each statement below, choose the response that best reflects your current opinion:",""
QID208_Choice1,"My family needs support with finding or paying for medical care",""
QID208_Choice2,"My family needs support with finding or paying for food",""
QID208_Choice3,"My family needs financial support due to income or employment disruption",""
QID208_Choice4,"My family needs support with finding or paying for health insurance",""
QID208_Choice5,"My family needs support paying for other bills (e.g., utilities)",""
QID208_Answer1,"Strongly agree",""
QID208_Answer2,"Agree",""
QID208_Answer3,"Neither agree nor disagree",""
QID208_Answer4,"Disagree",""
QID208_Answer5,"Strongly disagree",""
QID210_QuestionText,"<b>Open ended questions<br></b>You're almost to the end! We appreciate your time. To conclude we'd like to ask you a few open questions to capture any remaining thoughts.<br>",""
QID211_QuestionText,"What do you wish others knew about your role?",""
QID212_QuestionText,"What do you enjoy most about your role?",""
QID213_QuestionText,"What do you most wish you could change about your role",""
QID18_QuestionText,"Please indicate the name of your current early education program in Cambridge?&nbsp;<br><i>If you are a family child care provider, please look for the name your program is registered under with the Department of Early Education and Care (typically ""Last Name, First Name"").</i><br>",""
QID18_Choice1,"Alef-Bet Child Care Center",""
QID18_Choice122,"Allen, Judy",""
QID18_Choice123,"Amigos (JK)",""
QID18_Choice124,"Artisan Child Care Center",""
QID18_Choice125,"Aster Montessori School",""
QID18_Choice126,"Baldwin (JK)",""
QID18_Choice127,"Baldwin (Special Start)",""
QID18_Choice128,"Barnes, Winsome",""
QID18_Choice129,"Bright Horizons at Biogen Idec",""
QID18_Choice130,"Bright Horizons at Mass Ave",""
QID18_Choice131,"Bright Horizons Children's Center @ University Park",""
QID18_Choice132,"Bright Horizons Children's Center at Kendall Square",""
QID18_Choice133,"Buckingham Browne & Nichols Lower School",""
QID18_Choice134,"CAAS Head Start- Frisoli Center",""
QID18_Choice135,"CAAS Head Start/ Jefferson Park ",""
QID18_Choice136,"Calle, Reina",""
QID18_Choice137,"Cambridge Ellis School",""
QID18_Choice138,"Cambridge Family YMCA - A Child's Place",""
QID18_Choice139,"Cambridge Friends School",""
QID18_Choice140,"Cambridge Montessori",""
QID18_Choice141,"Cambridge Nursery School",""
QID18_Choice142,"Cambridge Our Place, Salvation Army",""
QID18_Choice143,"Cambridgeport (JK)",""
QID18_Choice144,"Cambridgeport (Special Start)",""
QID18_Choice145,"Cambridgeport Children's Center - Tot Lot",""
QID18_Choice165,"Campus Child Care - Botanic Gardens",""
QID18_Choice166,"Campus Child Care - Harvard Yard",""
QID18_Choice167,"Campus Child Care - Oxford Street",""
QID18_Choice168,"Campus Child Care - Peabody Terrace",""
QID18_Choice169,"Campus Child Care - Radcliffe",""
QID18_Choice146,"Capucine Montessori School",""
QID18_Choice147,"Cedar Child Care",""
QID18_Choice148,"Children's Village",""
QID18_Choice149,"Clarke, Laura",""
QID18_Choice150,"Dejesus-Acevedo, Jennie",""
QID18_Choice151,"East End House, Inc.",""
QID18_Choice152,"Ecole Francaise - Concord Ave",""
QID18_Choice153,"Ecole Francaise - Walden Square ",""
QID18_Choice154,"Evergreen Day School",""
QID18_Choice155,"Fatima, Kaniz",""
QID18_Choice156,"Fayerweather Street School",""
QID18_Choice157,"Fletcher-Maynard Academy (JK)",""
QID18_Choice158,"Fletcher-Maynard Academy Scholar College",""
QID18_Choice159,"Garden Cooperative Nursery School",""
QID18_Choice160,"Graham & Parks (JK)",""
QID18_Choice161,"Graham & Parks (Special Start)",""
QID18_Choice162,"Greaves, Cynthia",""
QID18_Choice163,"Haggerty Elementary School",""
QID18_Choice164,"Haggerty Preschool (DHSP)",""
QID18_Choice170,"Holder, Dian",""
QID18_Choice171,"International School of Boston",""
QID18_Choice172,"Jun Zi Lan Montessori",""
QID18_Choice173,"Kennedy-Longfellow (JK)",""
QID18_Choice174,"Kennedy-Longfellow (Special Start)",""
QID18_Choice175,"Kennedy-Longfellow Preschool (DHSP)",""
QID18_Choice176,"Kiddie Academy of Cambridge",""
QID18_Choice177,"KinderCare - Cambridge",""
QID18_Choice178,"King Open (JK)",""
QID18_Choice179,"King Open Preschool (DHSP)",""
QID18_Choice180,"Lee, Melissa",""
QID18_Choice181,"Little Folks Fellowship Nursery School",""
QID18_Choice182,"Malik Academy/Al Bustan Preschool",""
QID18_Choice183,"Martin Luther King Elementary School",""
QID18_Choice184,"Martin Luther King Preschool (DHSP)",""
QID18_Choice185,"Miramelinda Montessori School",""
QID18_Choice186,"Morse (JK)",""
QID18_Choice187,"Morse (Special Start)",""
QID18_Choice188,"Morse Preschool (DHSP)",""
QID18_Choice189,"Newtowne School Inc.",""
QID18_Choice190,"Nurtury Inc. @ Harvard Street",""
QID18_Choice191,"Panda Bilingual Child Care (East Cambridge)",""
QID18_Choice192,"Panda Bilingual Daycare (North Cambridge)",""
QID18_Choice193,"Parents Nursery School",""
QID18_Choice194,"Peabody (JK)",""
QID18_Choice195,"Peabody (Special Start)",""
QID18_Choice196,"Peabody Preschool (DHSP)",""
QID18_Choice197,"Pena Bautista, Carmen",""
QID18_Choice198,"Pine Village Preschool - Kendall",""
QID18_Choice199,"Pine Village Preschool - Porter",""
QID18_Choice200,"Preschool of the Arts - East Cambridge",""
QID18_Choice201,"Preschool of the Arts - Harvard Square",""
QID18_Choice202,"Preschool of the Arts - Inman Square",""
QID18_Choice203,"Preschool of the Arts - West Cambridge",""
QID18_Choice204,"Rock & Roll - Broadway",""
QID18_Choice205,"Rock & Roll - Broadway Annex",""
QID18_Choice206,"Rock & Roll - Central Square",""
QID18_Choice207,"Rock & Roll - East Cambridge",""
QID18_Choice208,"Rock & Roll - East Cambridge Annex",""
QID18_Choice209,"Rock & Roll - Huron Village",""
QID18_Choice210,"Rock & Roll - Inman Square",""
QID18_Choice211,"Rock & Roll - Lechmere",""
QID18_Choice212,"Rock & Roll - Northpoint",""
QID18_Choice213,"Rock & Roll - Porter Square",""
QID18_Choice214,"Santana Romero, Laura",""
QID18_Choice215,"Shady Hill School",""
QID18_Choice216,"Simpson, Lillian",""
QID18_Choice217,"Smith, Christina",""
QID18_Choice218,"Snapdragon Montessori School",""
QID18_Choice219,"St. Peter's School",""
QID18_Choice220,"Sunrise Learning Academy 2, LLC",""
QID18_Choice221,"Taylor, Annette",""
QID18_Choice222,"Technology Childcare Center - Kendall",""
QID18_Choice223,"Technology Childcare Center - Stata",""
QID18_Choice224,"Technology Childrens Center - David H. Koch Childcare Center",""
QID18_Choice225,"Technology Childrens Center - North Court",""
QID18_Choice226,"Thomas, Sarah",""
QID18_Choice227,"Tobin (Special Start)",""
QID18_Choice228,"Tobin Montessori Children's House",""
QID18_Choice229,"Torres, Maria C.",""
QID18_Choice230,"Two Little Owls Schoolhouse",""
QID18_Choice231,"Violeta Montessori School, Inc.",""
QID18_Choice232,"Wild Rose Montessori",""
QID18_Choice233,"Wildflower Montessori",""
QID18_Choice234,"Windsor Preschool (DHSP)",""
QID18_Choice235,"Winston, Emily",""
QID18_Choice236,"Yudon, Tsering",""
QID18_Choice237,"Zarchi, Elka",""
QID137_QuestionText,"<i>If your program is not on this list but you believe it should be, please contact Charlotte Petty at cpetty@gse.harvard.edu.</i>",""
QID21_QuestionText,"How would you describe your current role in early education? <br><i>Check all that apply</i>",""
QID21_Choice1,"My role involves working directly with children (e.g., educator, teacher, caregiver, or family child care provider)",""
QID21_Choice2,"My role involves supporting those working directly with children (e.g., administrator, center director, education coordinator, instructional coach)",""
QID21_Choice3,"My role is the owner/operator of my own early childhood program",""
QID23_QuestionText,"Is your current role in this program full- or part-time?",""
QID23_Choice1,"Full-time",""
QID23_Choice2,"Part-time",""
QID24_QuestionText,"How many hours a week do you currently work for this program?<br><i>Please type only a number (e.g., if you work 30 hours a week, please type: 30)</i><br>",""
QID22_QuestionText,"What is your primary role in your program?<br>",""
QID22_Choice1,"Assistant Program Director/Assistant Principal",""
QID22_Choice2,"Assistant Teacher",""
QID22_Choice3,"Coach",""
QID22_Choice4,"Family Child Care Provider",""
QID22_Choice5,"Lead Teacher",""
QID22_Choice6,"Paraprofessional",""
QID22_Choice7,"Program Director/Principal",""
QID22_Choice8,"Teacher",""
QID22_Choice9,"Other, please explain:",""
QID63_QuestionText,"<b>Program Leadership</b><br>In this section, we will ask you about challenges you confront as a program leader.<br>",""
QID64_QuestionText,"How many employees (including yourself) currently work at your program?<br><i>(If you are in a larger school serving other age groups, how many employees support children under 5?)</i><br>",""
QID67_QuestionText,"How big of a challenge has <b>finding and recruiting&nbsp;</b>staff been to your program?",""
QID67_Choice1,"A major challenge",""
QID67_Choice2,"A minor challenge",""
QID67_Choice3,"Not at all a challenge",""
QID68_QuestionText,"How big of a challenge has <b>retaining </b>staff been to your program?&nbsp;",""
QID68_Choice1,"A major challenge",""
QID68_Choice2,"A minor challenge",""
QID68_Choice3,"Not at all a challenge",""
QID65_QuestionText,"Since September 2022, have you had any staff vacancies?<br>",""
QID65_Choice1,"Yes",""
QID65_Choice2,"No",""
QID66_QuestionText,"How many positions have been vacant?",""
QID69_QuestionText,"Have you had to do any of the following due to staffing shortages?<br>",""
QID69_Choice1,"Reduce number of children served",""
QID69_Choice2,"Reduce number of classrooms at site",""
QID69_Choice5,"Reduce the amount of planning time/meeting time for teachers",""
QID69_Choice3,"Hire under-qualified teachers",""
QID69_Choice4,"Have current staff take on more hours or responsibilities",""
QID69_Answer1,"Yes",""
QID69_Answer2,"No",""
QID132_QuestionText,"<b>Open ended questions<br></b>These questions are to help document some of the&nbsp;ways you think and feel about your role.<br>",""
QID134_QuestionText,"What do you wish others knew about your role as an early educator?",""
QID135_QuestionText,"What do you enjoy most about your role as an early educator?",""
QID136_QuestionText,"What do you most wish you could change about your role as an early educator?",""
QID62_QuestionText,"<b>Classroom Enrollment<br></b>In this section, we will ask about enrollment in your classroom.",""
QID28_QuestionText,"Please indicate the age groups you are currently <b>working with directly</b> (e.g., in your class).&nbsp;<br><i>Check all that apply</i><br>",""
QID28_Choice1,"Infants (less than 15 months old)",""
QID28_Choice2,"Toddlers (16-36 months old)",""
QID28_Choice3,"Preschoolers (3-4 year olds not yet eligible for kindergarten)",""
QID28_Choice4,"Elementary school and older (kindergarten or older)",""
QID47_QuestionText,"On a typical day, how many children are you responsible for?<br><i>Please type only a number (e.g., if you are responsible for 12 children, please type: 12)</i><br>",""
QID46_QuestionText,"How many of these children are English language learners?<br><i>Please type only a number</i><br>",""
QID51_QuestionText,"How many of these children have inconsistent attendance?<br><i>Please type only a number</i><br>",""
QID45_QuestionText,"How many of these children have diagnosed learning disabilities?<br><i>Please type only a number</i><br>",""
QID49_QuestionText,"How many of these children have diagnosed physical disabilities?<br><i>Please type only a number</i><br>",""
QID41_QuestionText,"On a typical day, how many adults are present in your classroom?<br><i>Please type only a number (e.g., if you have 2 adults, please type: 2)</i><br>",""
QID25_QuestionText,"<b>Program Operations</b><br>In this section, we will ask about day-to-day operations in your program.",""
QID27_QuestionText,"Does your program follow an academic year schedule or a full year schedule?",""
QID27_Choice1,"Academic year (e.g., September to June)",""
QID27_Choice2,"Full year",""
QID27_Choice3,"Other, please explain:",""
QID26_QuestionText,"How many days of the year does your program operate?<br><i>Please type only a number (e.g., if your program operates 180 days, please type: 180). If you are unsure, please skip.</i><br>",""
QID32_QuestionText,"Please indicate the age groups your <b>program</b> serves.<br><i>Check all that apply</i>",""
QID32_Choice1,"Infants (less than 15 months old)",""
QID32_Choice2,"Toddlers (16-36 months old)",""
QID32_Choice3,"Preschoolers (3-4 year olds not yet eligible for kindergarten)",""
QID32_Choice4,"Elementary school and older (kindergarten or older)",""
QID144_QuestionText,"Do you regularly converse with any of the children in your program in any of these languages (fluently)? <i>Check all that apply</i><br>",""
QID144_Choice1,"English",""
QID144_Choice2,"Spanish",""
QID144_Choice3,"Portuguese",""
QID144_Choice4,"Mandarin",""
QID144_Choice5,"French",""
QID144_Choice7,"Haitian Creole",""
QID144_Choice8,"Amharic",""
QID144_Choice6,"Other, please explain:",""
QID30_QuestionText,"In the past 4 weeks, how many times did you work in another classroom or with a different group of children to cover staffing shortages?",""
QID30_Choice1,"Never",""
QID30_Choice2,"1-2 times",""
QID30_Choice3,"3-5 times",""
QID30_Choice4,"More than 5 times",""
QID31_QuestionText,"In the past 4 weeks, how many times did you need to fill in as a classroom teacher to cover staffing shortages?",""
QID31_Choice1,"Never",""
QID31_Choice2,"1-2 times",""
QID31_Choice3,"3-5 times",""
QID31_Choice4,"More than 5 times",""
QID33_QuestionText,"How much paid planning time do you have each week when you are <b>not</b> responsible for supervising children?",""
QID33_Choice1,"No paid planning time",""
QID33_Choice2,"Less than 1 hour/week",""
QID33_Choice3,"1-3 hours/week",""
QID33_Choice4,"4-6 hours/week",""
QID33_Choice5,"7 or more hours/week",""
QID33_Choice6,"I only get planning time during time when I am responsible for supervising children (e.g. nap time)",""
QID71_QuestionText,"Does your program have substitute teachers who can cover for educators when they are absent?",""
QID71_Choice1,"Yes",""
QID71_Choice2,"No",""
QID34_QuestionText,"Does your program have <b>planned </b>learning activities every day for children?",""
QID34_Choice1,"Yes",""
QID34_Choice2,"No",""
QID35_QuestionText,"What is the source of any learning activities that you use? <br><i>Check all that apply</i>",""
QID35_Choice1,"Published curriculum",""
QID35_Choice2,"Curriculum developed/adapted by the program",""
QID35_Choice3,"Online resources for educators",""
QID35_Choice4,"Workbooks or other resources that I buy",""
QID35_Choice5,"I develop my own learning activities",""
QID36_QuestionText,"What is the name of any curriculum you use for teaching children in your program?<br><i>Check all that apply</i>",""
QID36_Choice1,"Creative Curriculum",""
QID36_Choice2,"High Scope",""
QID36_Choice3,"Big Day for PreK",""
QID36_Choice4,"Leap Frog",""
QID36_Choice5,"Frog Street",""
QID36_Choice6,"OWL",""
QID36_Choice7,"Building Blocks",""
QID36_Choice8,"Everyday Mathematics",""
QID36_Choice9,"Other",""
QID37_QuestionText,"Does your program use a curriculum to help children learn about emotions, managing their own behaviors, and interacting with their friends (a social and emotional learning curriculum)?",""
QID37_Choice1,"Yes",""
QID37_Choice2,"No",""
QID38_QuestionText,"What is the name of the social and emotional learning curriculum you use?<br><i>Check all that apply</i><br>",""
QID38_Choice1,"Second Step",""
QID38_Choice2,"Tools of the Mind",""
QID38_Choice3,"Al's Pals",""
QID38_Choice4,"Dina Dinosaur",""
QID38_Choice6,"Conscious Discipline",""
QID38_Choice7,"Zones of Regulation",""
QID38_Choice5,"Other, please explain:",""
QID39_QuestionText,"Since the start of the 2022-23 school year (September 2021), how much of your own money have you spent on classroom materials?<br><i>Please type only a number (e.g., if you have spent $20, please type: 20)</i><br>",""
QID52_QuestionText,"We want to understand more about how you interact with families in your program. Please share how often you use any of these ways to communicate with parents/guardians:&nbsp;<br>",""
QID52_Choice1,"Written notes about the child's day",""
QID52_Choice2,"Talking with parents/guardians at pick-up or drop-off about the child's day",""
QID52_Choice3,"Emails/texts/phone calls about the child",""
QID52_Choice4,"Formal reports on the child's progress and learning",""
QID52_Choice5,"Newsletters/flyers sent out to parents/guardians about program events",""
QID52_Choice6,"Scheduled conferences with parents/guardians about the child",""
QID52_Choice7,"Communicating through family engagement applications (e.g., Tadpoles, Brightwheel, Bloomz)",""
QID52_Choice8,"Home visits",""
QID52_Answer1,"Never",""
QID52_Answer2,"As needed",""
QID52_Answer3,"A few times a year",""
QID52_Answer4,"Monthly",""
QID52_Answer5,"Weekly",""
QID52_Answer6,"Every day",""
QID53_QuestionText,"Are there additional ways you engage with families in your program?",""
QID53_Choice1,"Yes",""
QID53_Choice2,"No",""
QID54_QuestionText,"Please explain these additional family engagement activities:",""
QID56_QuestionText,"Does your program have its own green space or playground that children can use?",""
QID56_Choice1,"Yes",""
QID56_Choice2,"No",""
QID57_QuestionText,"Do you bring children in your program to green spaces or playgrounds in the community?",""
QID57_Choice1,"Yes",""
QID57_Choice2,"No",""
QID153_QuestionText,"Do any of the following issues prevent you from visiting a green space or playground within walking distance of your program?<br><i>Check all that apply</i>",""
QID153_Choice1,"Sidewalks that are difficult to navigate",""
QID153_Choice2,"Nonexistent sidewalks",""
QID153_Choice3,"Having to cross a busy intersection",""
QID153_Choice4,"Safety concerns at the playground/green space",""
QID153_Choice5,"Maintenance concerns at the playground/green space",""
QID153_Choice6,"Other, please explain:",""
QID59_QuestionText,"We are interested in knowing which green spaces and playgrounds you visit most in Cambridge! <br><i>Please click on the map to indicate up to three spots you most frequently visit with children in your program. No need to be exact - place your dot as close to the spots as you can.<br>(A&nbsp;click will indicate the spot you've selected with a blue dot. If you wish to remove that selection, please click on the dot again.)</i>",""
QID59_Choice1,"X,Y",""
QID59_Choice2,"X,Y",""
QID59_Choice3,"X,Y",""
QID60_QuestionText,"Do you bring children in your program to public libraries in Cambridge?",""
QID60_Choice1,"Yes",""
QID60_Choice2,"No",""
QID61_QuestionText,"Other than libraries, green spaces, and playgrounds, are there other places in the community you visit with children in your program?",""
QID72_QuestionText,"Do <b>you</b> use any of the following technology as part of your role as an early educator?<br><i>Check all that apply</i><br>",""
QID72_Choice1,"Tablet",""
QID72_Choice2,"Smartphone",""
QID72_Choice3,"Computer/laptop",""
QID72_Choice4,"Television",""
QID72_Choice5,"Smartboard/projector",""
QID73_QuestionText,"Do <b>children</b> in your program use any of the following technology in your program?<br><i>Check all that apply. If children do not use any of the following devices, please skip.</i><br>",""
QID73_Choice1,"Tablet",""
QID73_Choice2,"Smartphone",""
QID73_Choice3,"Computer/laptop",""
QID73_Choice4,"Television",""
QID73_Choice5,"Smartboard/projector",""
QID81_QuestionText,"<b>Professional Development<br></b>In this section, we will ask you about your experiences with professional development and learning programs.<br>",""
QID82_QuestionText,"Programs can support professional development in a lot of different ways. <br>In the past year, have you participated in or received the following professional development supports?<br><i>Check all that apply</i><br>",""
QID82_Choice1,"Regular meetings with supervisors to talk with them about my work and progress",""
QID82_Choice2,"Attendance at conferences",""
QID82_Choice3,"Paid substitutes/classroom coverage to allow you to prepare, train, and/or plan",""
QID82_Choice4,"Mentoring or coaching",""
QID82_Choice5,"Workshops/trainings provided by your program",""
QID82_Choice6,"Workshops/trainings provided through the Cambridge Office of Early Childhood",""
QID82_Choice7,"Workshops/trainings provided by Harvard or the Saul Zaentz Early Education Initiative at Harvard",""
QID82_Choice8,"Workshops/trainings provided by other organizations",""
QID82_Choice9,"Visits to other classrooms or programs",""
QID82_Choice10,"A community of learners, also called a professional learning community (PLC), facilitated by an expert",""
QID82_Choice11,"Community of Practice (COP)",""
QID155_QuestionText,"Does your program provide in-house professional development opportunities for educators?",""
QID155_Choice1,"Yes",""
QID155_Choice2,"No",""
QID156_QuestionText,"When are these opportunities provided?<br><i>Check all that apply</i>",""
QID156_Choice1,"During staff meetings",""
QID156_Choice2,"On designated days (e.g. “PD days” or “drop days”) during which your program closes to accommodate full-staff participation",""
QID156_Choice3,"In the evenings",""
QID156_Choice4,"On the weekends",""
QID156_Choice5,"Other, please explain:",""
QID83_QuestionText,"Is there someone who mentors or coaches you on your teaching practice, that is, someone who observes your teaching on a regular basis and provides feedback, guidance, and/or training?",""
QID83_Choice1,"Yes",""
QID83_Choice2,"No",""
QID85_QuestionText,"Is there someone who mentors or coaches you as a program leader or operator, that is, someone who provides feedback, guidance, and training relevant for your work?",""
QID85_Choice1,"Yes",""
QID85_Choice2,"No",""
QID84_QuestionText,"Is the mentoring or coaching relationship a formal or informal one?",""
QID84_Choice1,"Formal<br />➘(an official part of your job or employment)",""
QID84_Choice2,"Informal<br />➘(an informal arrangement typically set up by you or the mentor/coach, not your program)",""
QID86_QuestionText,"Who is your mentor/coach?",""
QID86_Choice1,"Another teacher",""
QID86_Choice2,"Education coordinator/specialist",""
QID86_Choice3,"The center/program director/manager",""
QID86_Choice4,"A full-time mentor/coach who works at your program",""
QID86_Choice7,"Mentor/coach from the Early Years Project",""
QID86_Choice5,"Mentor/coach from the Office of Early Childhood",""
QID86_Choice6,"Other",""
QID87_QuestionText,"Is your mentor/coach also your supervisor?",""
QID87_Choice1,"Yes",""
QID87_Choice2,"No",""
QID88_QuestionText,"How often does your mentor/coach work with you?",""
QID88_Choice1,"Once a week or more",""
QID88_Choice2,"Once every two weeks",""
QID88_Choice3,"Once a month",""
QID88_Choice4,"Less than once a month",""
QID158_QuestionText,"How helpful is the feedback/guidance from your coach/mentor?",""
QID158_Choice1,"Extremely helpful",""
QID158_Choice2,"Very helpful",""
QID158_Choice3,"Moderately helpful",""
QID158_Choice4,"Somewhat helpful",""
QID158_Choice5,"Not helpful at all",""
QID89_QuestionText,"Have you acted as a mentor/coach for other educators or trainees?",""
QID89_Choice1,"Yes",""
QID89_Choice2,"No",""
QID90_QuestionText,"Which topics were covered in your professional development <b>since September 2022</b>?<br><i>Check all that apply.</i>",""
QID90_Choice1,"Art, music, and movement",""
QID90_Choice2,"Behavior management",""
QID90_Choice3,"Center or school compliance, regulations, or reporting (including health and safety)",""
QID90_Choice4,"Curricular or pedagogical approaches (e.g., Montessori, Reggio Emilia)",""
QID90_Choice5,"Diversity, equity, and inclusion",""
QID90_Choice6,"Literacy and language instruction",""
QID90_Choice7,"Mathematics instruction",""
QID90_Choice8,"Observation and assessment ",""
QID90_Choice9,"Partnering with children's families",""
QID90_Choice10,"Program leadership (e.g., managing staff, business practices)",""
QID90_Choice11,"Science instruction",""
QID90_Choice12,"Social and emotional learning",""
QID90_Choice13,"Using technology in your program",""
QID90_Choice14,"Working with English language learners",""
QID90_Choice15,"Working with students with disabilities (e.g. developmental delays, sensory integration challenges, and other special learning needs)",""
QID159_QuestionText,"Was there a particular PD experience that positively impacted your practice? If so, can you describe what about it was useful?",""
QID91_QuestionText,"Which topics would you most <b>like to receive</b> more professional development on?<br><i>Please select <b>three</b> topics.</i>",""
QID91_Choice1,"Art, music, and movement",""
QID91_Choice2,"Behavior management",""
QID91_Choice3,"Center or school compliance, regulations, or reporting (including health and safety)",""
QID91_Choice4,"Curricular or pedagogical approaches (e.g., Montessori, Reggio Emilia)",""
QID91_Choice5,"Diversity, equity, and inclusion",""
QID91_Choice6,"Literacy and language instruction",""
QID91_Choice7,"Mathematics instruction",""
QID91_Choice8,"Observation and assessment ",""
QID91_Choice9,"Partnering with children's families",""
QID91_Choice10,"Program leadership (e.g., managing staff, business practices)",""
QID91_Choice11,"Science instruction",""
QID91_Choice12,"Social and emotional learning",""
QID91_Choice13,"Using technology in your program",""
QID91_Choice14,"Working with English language learners",""
QID91_Choice15,"Working with students with disabilities (e.g. developmental delays, sensory integration challenges, and other special learning needs)",""
QID92_QuestionText,"Please indicate the <b>primary way</b> that you learned of professional development opportunities since September 2021.<br>",""
QID92_Choice1,"They were required by my program",""
QID92_Choice6,"From the Department of Early Education and Care",""
QID92_Choice2,"The administrator of my program suggested them",""
QID92_Choice3,"Another colleague (e.g., another teacher) at my program suggested them",""
QID92_Choice4,"I found them on my own",""
QID92_Choice5,"Other, please explain:",""
QID160_QuestionText,"In general, do you prefer professional development options that are offered virtually or in person?",""
QID160_Choice1,"Virtual",""
QID160_Choice2,"In person",""
QID160_Choice3,"It depends",""
QID93_QuestionText,"How often has another adult (e.g., center director, instructional coach, a mentor) observed in your classroom and provided feedback in the last 12 months?",""
QID93_Choice1,"Once a week or more",""
QID93_Choice2,"Multiple times a month",""
QID93_Choice3,"Once a month",""
QID93_Choice4,"A few times a year",""
QID93_Choice5,"Once a year",""
QID93_Choice6,"As needed",""
QID93_Choice7,"Never",""
QID161_QuestionText,"Is this your first year working at your current early education program?",""
QID161_Choice1,"Yes, I started working at my current early education program this year",""
QID161_Choice2,"No, I have been working in my current early education program for at least 1 year",""
QID99_QuestionText,"How many years have you worked in your <b>current </b>early education program? <br><i>Please type number.</i>",""
QID100_QuestionText,"How many years <b>total</b> have you worked in the field of early education? <br><i>Please type number</i>",""
QID95_QuestionText,"What is the <b>highest</b> grade or year of schooling that you have completed?<br><i>Check one</i><br>",""
QID95_Choice1,"12th grade or below (no high school diploma)",""
QID95_Choice2,"High school diploma/GED",""
QID95_Choice3,"Vocational/technical program after high school",""
QID95_Choice4,"Some college (no college degree)",""
QID95_Choice5,"Associate's degree (2 year degree)",""
QID95_Choice6,"Bachelor's degree (4 year degree)",""
QID95_Choice7,"Some graduate or professional school (no graduate degree)",""
QID95_Choice8,"Master's degree (MA, MS)",""
QID95_Choice9,"Doctoral degree (PhD, EdD)",""
QID95_Choice10,"Professional degree after Bachelor's degree (MD, DDS, JD)",""
QID162_QuestionText,"Do you have plans to complete your degree?<br>",""
QID162_Choice1,"Yes",""
QID162_Choice2,"No",""
QID162_Choice3,"Unsure",""
QID96_QuestionText,"What was your major(s) for your <b>Associate's</b> degree? <br>(e.g., early childhood education, education, child and family studies, political science)",""
QID97_QuestionText,"What was your major(s) for your <b>Bachelor's</b> degree? <br>(e.g., early childhood education, education, child and family studies, political science)",""
QID98_QuestionText,"What was your <b>graduate</b> degree in?➘<br>(e.g., master's in early childhood education, doctorate in education leadership)",""
QID138_QuestionText,"To better understand your professional development preferences, in the following questions, we'll be asking you to chose between two hypothetical professional development opportunities.&nbsp;",""
QID141_QuestionText,"Is there anything else you would like to share about your professional development needs and preferences?",""
QID74_QuestionText,"<b>Data Collection &amp; Use<br></b>In this section, we will ask you about the types of information you collect and use in your program.",""
QID75_QuestionText,"Does your program collect any of the following types of data about children?<br><i>Check all that apply</i><br>",""
