State Name,Grade Level,Grade Band,Course ,State Identifier,Standard,Category,~CSTA,CSTA Identifier,CSTA Standard,Other Info,Notes
SC,3rd,N/A,,3.AP.4.1,Use picture directions to design a series of steps to complete a simple task. ,Algorithms and Programming,different,,,,Standard 4: Develop a program to express an idea or address a problem. 
SC,3rd,N/A,,3.AP.4.2,Test a series of directions to successfully complete a simple task. ,Algorithms and Programming,different,,,,Standard 4: Develop a program to express an idea or address a problem. 
SC,3rd,N/A,,3.IC.1.1,"List examples of how computing technology has changed and improved the way people live, work, and interact. ",Impacts of Computing,based,1A-IC-16,Compare how people live and work before and after the implementation or adoption of new computing technology.,,Standard 1: Understand how computing devices have changed people’s lives. 
SC,3rd,N/A,,3.IC.2.1,"Identify and discuss the relevance and appropriateness of various electronic information sources (e.g., online databases such as Discus; web search engines).",Impacts of Computing,different,,,,Standard 2: Evaluate the relevance and appropriateness of electronic information sources.     
SC,4th,N/A,,4.DL.1.1  ,"Create various documents (e.g., essays, posters) using a word processing program and including graphics (e.g., images, headlines). ",Digital Literacy,different,,,,Standard 1: Use software applications to create an authentic product. 
SC,4th,N/A,,4.DL.1.2,"Edit and format a document using a word processing program to insert, delete and move material within the document.",Digital Literacy,different,,,,Standard 1: Use software applications to create an authentic product. 
SC,4th,N/A,,4.DL.1.3,"Format a presentation using presentation software to resize an image, change fonts, and change style. ",Digital Literacy,different,,,,Standard 1: Use software applications to create an authentic product. 
SC,4th,N/A,,4.DL.1.4,Insert and modify a bulleted list in a word processor and presentation software.,Digital Literacy,different,,,,Standard 1: Use software applications to create an authentic product. 
SC,4th,N/A,,4.DL.2.1,"Discuss methods for digital communication (e.g., email, instant messaging) and determine the best method for specific needs (e.g., quickly sending large amounts of information). ",Digital Literacy,different,,,,Standard 2: Demonstrate an awareness of fundamentals of digital citizenship. and appropriate use of digital media. 
SC,4th,N/A,,4.DL.2.2,Recognize and describe the potential risks and benefits associated with various forms of digital communication. ,Digital Literacy,based,1A-IC-17,Work respectfully and responsibly with others online.,,Standard 2: Demonstrate an awareness of fundamentals of digital citizenship. and appropriate use of digital media. 
SC,4th,N/A,,4.DL.3.1,Identify cyberbullying and describe potential strategies to manage and eliminate cyberbullying. ,Digital Literacy,based,1A-IC-17,Work respectfully and responsibly with others online.,,Standard 3: Demonstrate responsibility when using connected computing devices.     
SC,4th,N/A,,4.DL.3.2,"Distinguish legal from illegal processes for downloading, sharing, and modifying online content. ",Digital Literacy,based,1B-AP-14,Observe intellectual property rights and give appropriate attribution when creating or remixing programs.,,Standard 3: Demonstrate responsibility when using connected computing devices.     
SC,4th,N/A,,4.DL.4.1,"Demonstrate proper keyboarding technique when keying letters, numbers, and symbols at a rate of 10 words per minute. ",Digital Literacy,different,,,,Standard 4: Demonstrate effective keyboarding skills on a computing device. 
SC,4th,N/A,,4.DL.4.2,Use software capabilities to correct errors. ,Digital Literacy,based,1A-CS-01,"Select and operate appropriate software to perform a variety of tasks, and recognize that users have different needs and preferences for the technology they use.",,Standard 4: Demonstrate effective keyboarding skills on a computing device. 
SC,4th,N/A,,4.CS.1.1,Describe what distinguishes humans from machines. ,Computing Systems,different,,,,"Standard 1: Identify and analyze various components and functions of computing devices (e.g., tablets, laptops, smartphones).   "
SC,4th,N/A,,4.CS.1.2,"Identify a variety of computing devices and their functionality (e.g., mobility; available applications such as word processing; communication).",Computing Systems,based,1A-CS-02,Use appropriate terminology in identifying and describing the function of common physical components of computing systems (hardware).,,"Standard 1: Identify and analyze various components and functions of computing devices (e.g., tablets, laptops, smartphones).   "
SC,4th,N/A,,4.CS.1.3,"Describe the major hardware components (e.g., memory, processor) of a computing device (e.g., tablets, laptops, smartphones). ",Computing Systems,based,1A-CS-03,Describe basic hardware and software problems using accurate terminology. ,,"Standard 1: Identify and analyze various components and functions of computing devices (e.g., tablets, laptops, smartphones).   "
SC,4th,N/A,,4.CS.2.1,Explore the limitations and advantages of various computing devices for particular uses.,Computing Systems,different,,,,Standard 2: Analyze the various types and functions of software.   
SC,4th,N/A,,4.CS.2.2,"Explore application software (e.g., word processor, spreadsheet, presentation software, web browser). ",Computing Systems,different,,,,Standard 2: Analyze the various types and functions of software.   
SC,4th,N/A,,4.CS.3.1,Reboot a computing device correctly. ,Computing Systems,based,1B-CS-03,Determine potential solutions to solve simple hardware and software problems using common troubleshooting strategies.,,Standard 3: Apply troubleshooting strategies for identifying simple hardware and software problems that may occur during use.   
SC,4th,N/A,,4.CS.3.2,Identify whether the operating system or an application is the source of an error message. ,Computing Systems,different,,,,Standard 3: Apply troubleshooting strategies for identifying simple hardware and software problems that may occur during use.   
SC,4th,N/A,,4.CS.3.3,"Identify and describe the causes of hardware (e.g., wiring), connectivity (e.g., no internet connection), and software (e.g., frozen screen) problems. ",Computing Systems,based,1B-CS-03,Determine potential solutions to solve simple hardware and software problems using common troubleshooting strategies.,,Standard 3: Apply troubleshooting strategies for identifying simple hardware and software problems that may occur during use.   
SC,4th,N/A,,4.NI.1.1,"Identify types of wireless and wired connections (e.g., Wi-Fi, cellular). ",Networks & the Internet,based,1B-NI-04,"Model how information is broken down into smaller pieces, transmitted as packets through multiple devices over networks and the Internet, and reassembled at the destination.",,Standard 1: Explore different ways a computer connects to the internet and other computing devices.   
SC,4th,N/A,,4.NI.2.1,Identify the appropriate use of email as a communication avenue. ,Networks & the Internet,different,,,,Standard 2: Discover the advantages of internet applications.    
SC,4th,N/A,,4.NI.2.2,Effectively use search engines to find information. ,Networks & the Internet,different,,,,Standard 2: Discover the advantages of internet applications.    
SC,4th,N/A,,4.NI.2.3,Identify websites that are appropriate sources of research. ,Networks & the Internet,different,,,,Standard 2: Discover the advantages of internet applications.    
SC,4th,N/A,,4.DA.1.1,"Understand what it means to save a file in well-protected storage (e.g., hard drive, flash drive, cloud). ",Data and Analysis,based,1A-DA-05,"Store, copy, search, retrieve, modify, and delete information using a computing device and define the information stored as data.",,Standard 1: Identify various ways in which data is stored and represented.    
SC,4th,N/A,,4.DA.1.2,"Understand that computing devices have their own language (i.e., binary). ",Data and Analysis,different,,,,Standard 1: Identify various ways in which data is stored and represented.    
SC,4th,N/A,,4.DA.2.1,Select and use appropriate non-digital and digital tools for collecting data. ,Data and Analysis,based,1A-DA-05,"Store, copy, search, retrieve, modify, and delete information using a computing device and define the information stored as data.",,"Standard 2: Collect, arrange, and represent data.  "
SC,4th,N/A,,4.DA.2.2,Represent data with bar graphs and line plots. ,Data and Analysis,based,1A-DA-06,Collect and present the same data in various visual formats. ,,"Standard 2: Collect, arrange, and represent data.  "
SC,4th,N/A,,4.DA.2.2,Represent data with bar graphs and line plots. ,Data and Analysis,based,1B-DA-06,Organize and present collected data visually to highlight relationships and support a claim.,,"Standard 2: Collect, arrange, and represent data.  "
SC,4th,N/A,,4.DA.3.1,"Interpret and analyze given graphs (i.e., bar graphs, line plots). ",Data and Analysis,based,1A-DA-07,"Identify and describe patterns in data visualizations, such as charts or graphs, to make predictions.",,Standard 3: Interpret and analyze data and information.    
SC,4th,N/A,,4.DA.4.1,Apply factors that impact the accuracy of a conclusion. ,Data and Analysis,based,1B-DA-07,"Use data to highlight or propose cause-and-effect relationships, predict outcomes, or communicate an idea.",,Standard 4: Understand the accuracy of conclusions and how they are influenced by the amount of data collected.    
SC,4th,N/A,,4.AP.1.1,"Use step-by-step instructions to perform tasks (i.e., sequential execution). ",Algorithms and Programming,based,1B-AP-11,"Decompose (break down) problems into smaller, manageable subproblems to facilitate the program development process.",,"Standard 1: Recognize that many daily tasks can be described as step-by-step instructions (i.e., algorithms). "
SC,4th,N/A,,4.AP.2.1,Use a combination of picture models to reorder a sequence of steps. ,Algorithms and Programming,different,,,,"Standard 2: Use an ordered list of steps (i.e., sequential execution) and simple control structures. "
SC,4th,N/A,,4.AP.2.2,"Recognize that the same steps can be ordered in different ways to perform the same task (i.e., simple control structures). ",Algorithms and Programming,based,1B-AP-12,"Modify, remix, or incorporate portions of an existing program into one's own work, to develop something new or add more advanced features.",,"Standard 2: Use an ordered list of steps (i.e., sequential execution) and simple control structures. "
SC,4th,N/A,,4.AP.3.1,"Compose simple tasks (e.g., eating breakfast; brushing your teeth; walking to the bus stop) into a complex task (e.g., getting ready for school). ",Algorithms and Programming,based,1A-AP-11,Decompose (break down) the steps needed to solve a problem into a precise sequence of instructions.,,Standard 3: Explore how tasks can be decomposed into simple tasks and simple tasks can be composed to form complex tasks. 
SC,4th,N/A,,4.AP.3.2,"Decompose a complex task (e.g., getting ready for school) into simple tasks (e.g., eating breakfast; brushing your teeth; walking to the bus stop).",Algorithms and Programming,based,1A-AP-11,Decompose (break down) the steps needed to solve a problem into a precise sequence of instructions.,,Standard 3: Explore how tasks can be decomposed into simple tasks and simple tasks can be composed to form complex tasks. 
SC,4th,N/A,,4.AP.4.1,Use picture directions to design a series of steps to complete a complex task. ,Algorithms and Programming,based,1B-AP-11,"Decompose (break down) problems into smaller, manageable subproblems to facilitate the program development process.",,Standard 4: Develop a program to express an idea or address a problem. 
SC,4th,N/A,,4.AP.4.2,Test a series of directions to successfully complete a complex task. ,Algorithms and Programming,based,1B-AP-15,Test and debug (identify and fix errors) a program or algorithm to ensure it runs as intended.,,Standard 4: Develop a program to express an idea or address a problem. 
SC,4th,N/A,,4.IC.1.1,Compare and contrast how computing has changed society from the past to the present. ,Impacts of Computing,based,1B-IC-18,"Discuss computing technologies that have changed the world, and express how those technologies influence, and are influenced by, cultural practices.",,Standard 1: Discuss how computing has impacted society. 
SC,4th,N/A,,4.IC.2.1,"Compare the relevance and appropriateness of various electronic information sources (e.g., online databases such as Discus; web search engines). ",Impacts of Computing,different,,,,Standard 2: Evaluate the relevance and appropriateness of electronic information sources.     
SC,5th,N/A,,5.DL.1.1  ,"Create various documents using a word processing program with various page elements (e.g., headers, footers, citations, tables, textboxes). ",Digital Literacy,different,,,,Standard 1: Use software applications to create an authentic product. 
SC,5th,N/A,,5.DL.1.2,Edit and format a document using a word processing program to change page and paragraph layouts. ,Digital Literacy,different,,,,Standard 1: Use software applications to create an authentic product. 
SC,5th,N/A,,5.DL.1.3,"Format a presentation using presentation software (e.g., add transitions and speaker notes). ",Digital Literacy,different,,,,Standard 1: Use software applications to create an authentic product. 
SC,5th,N/A,,5.DL.1.4,Demonstrate an effective use of a bulleted list in a word processor and presentation software.,Digital Literacy,different,,,,Standard 1: Use software applications to create an authentic product. 
SC,5th,N/A,,5.DL.1.5,Add data to spreadsheet software and create a simple graph. ,Digital Literacy,different,,,,Standard 1: Use software applications to create an authentic product. 
SC,5th,N/A,,5.DL.2.1,"Demonstrate an understanding of digital security (i.e., protecting your digital information). ",Digital Literacy,based,1B-NI-05,Discuss real-world cybersecurity problems and how personal information can be protected.,,Standard 2: Demonstrate an awareness of fundamentals of digital citizenship. 
SC,5th,N/A,,5.DL.2.2,"Demonstrate an understanding of digital rights and responsibilities (e.g., privacy, respectful communication). ",Digital Literacy,based,1A-IC-17,Work respectfully and responsibly with others online.,,Standard 2: Demonstrate an awareness of fundamentals of digital citizenship. 
SC,5th,N/A,,5.DL.2.2,"Demonstrate an understanding of digital rights and responsibilities (e.g., privacy, respectful communication). ",Digital Literacy,based,1A-IC-18,"Keep login information private, and log off of devices appropriately.",,Standard 2: Demonstrate an awareness of fundamentals of digital citizenship. 
SC,5th,N/A,,5.DL.3.1,Demonstrate awareness of software piracy and its consequences. ,Digital Literacy,based,1B-IC-21,"Use public domain or creative commons media, and refrain from copying or using material created by others without permission.",,Standard 3: Demonstrate responsibility when using connected computing devices. 
SC,5th,N/A,,5.DL.3.2,"Understand the legal ramifications for sending or receiving inappropriate content (e.g., cyberbullying, harassment). ",Digital Literacy,based,1A-IC-17,Work respectfully and responsibly with others online.,,Standard 3: Demonstrate responsibility when using connected computing devices. 
SC,5th,N/A,,5.DL.4.1,"Demonstrate proper keyboarding technique when keying letters, numbers, and symbols at a rate of 15 words per minute. ",Digital Literacy,different,,,,Standard 4: Demonstrate effective keyboarding skills on a computing device. 
SC,5th,N/A,,5.DL.4.2,Use software capabilities to correct errors. ,Digital Literacy,based,1B-CS-03,Determine potential solutions to solve simple hardware and software problems using common troubleshooting strategies.,,Standard 4: Demonstrate effective keyboarding skills on a computing device. 
SC,5th,N/A,,5.DL.4.3,"Demonstrate proper use of software capabilities to name, save, and retrieve information (e.g., organizing files and folders; following naming conventions). ",Digital Literacy,different,,,,Standard 4: Demonstrate effective keyboarding skills on a computing device. 
SC,5th,N/A,,5.CS.1.1,"Select the appropriate computing device for an application (e.g., writing an essay on a laptop versus on a smartphone). ",Computing Systems,different,,,,"Standard 1: Identify and analyze various components and functions of computing devices (e.g., tablets, laptops, smartphones).    "
SC,5th,N/A,,5.CS.1.2,"Explain the importance of the major hardware components of the computing device (e.g., input and output devices, processors). ",Computing Systems,based,1B-CS-02,Model how computer hardware and software work together as a system to accomplish tasks.,,"Standard 1: Identify and analyze various components and functions of computing devices (e.g., tablets, laptops, smartphones).    "
SC,5th,N/A,,5.CS.2.1,Justify the use of different computing devices for relevant tasks.  ,Computing Systems,based,1B-CS-02,Model how computer hardware and software work together as a system to accomplish tasks.,,Standard 2: Analyze the various types and functions of software.    
SC,5th,N/A,,5.CS.2.2,"Explore and compare multiple software applications (e.g., word processor, spreadsheet, presentation software, web browser). ",Computing Systems,different,,,,Standard 2: Analyze the various types and functions of software.    
SC,5th,N/A,,5.CS.3.1,"Respond appropriately to various error messages (e.g., “webpage not found;” “incorrect password”).",Computing Systems,based,1B-CS-03,Determine potential solutions to solve simple hardware and software problems using common troubleshooting strategies.,,Standard 3: Apply troubleshooting strategies for identifying simple hardware and software problems that may occur during use.  
SC,5th,N/A,,5.CS.3.2,Identify the computing device components that may cause various problems. ,Computing Systems,based,1A-CS-02,Use appropriate terminology in identifying and describing the function of common physical components of computing systems (hardware).,,Standard 3: Apply troubleshooting strategies for identifying simple hardware and software problems that may occur during use.  
SC,5th,N/A,,5.NI.1.1,"Identify the advantages and disadvantages of various network types (e.g., wired, Wi-Fi, cellular data). ",Networks & the Internet,different,,,,"Standard 1: Identify the advantages and disadvantages of various network types (e.g., wired, Wi-Fi, cellular data). "
SC,5th,N/A,,5.NI.2.1,Recognize video conferencing as a communication avenue. ,Networks & the Internet,different,,,,Standard 2: Discover the advantages of internet applications.   
SC,5th,N/A,,5.NI.2.2,Modify search criteria and use advanced search tactics to improve search results. ,Networks & the Internet,different,,,,Standard 2: Discover the advantages of internet applications.    
SC,5th,N/A,,5.NI.2.3,Utilize websites that are appropriate sources of research. ,Networks & the Internet,different,,,,Standard 2: Discover the advantages of internet applications.    
SC,5th,N/A,,5.DA.1.1,Save and retrieve files on computing devices.,Data and Analysis,different,,,,Standard 1: Identify various ways in which data is stored and represented. 
SC,5th,N/A,,5.DA.1.2,"Recognize how text, images, and sounds are represented as binary numbers in computing devices. ",Data and Analysis,based,2-DA-07,Represent data using multiple encoding schemes.,,Standard 1: Identify various ways in which data is stored and represented. 
SC,5th,N/A,,5.DA.2.1,Compare and contrast tools for collecting data. ,Data and Analysis,based,1A-DA-06,Collect and present the same data in various visual formats. ,,"Standard 2: Collect, arrange, and represent data. "
SC,5th,N/A,,5.DA.2.1,Compare and contrast tools for collecting data. ,Data and Analysis,based,2-DA-08,Collect data using computational tools and transform the data to make it more useful and reliable.,,"Standard 2: Collect, arrange, and represent data. "
SC,5th,N/A,,5.DA.2.2,"Determine the most effective way to represent a given data set (e.g., bar graphs, line plots). ",Data and Analysis,based,1B-DA-06,Organize and present collected data visually to highlight relationships and support a claim.,,"Standard 2: Collect, arrange, and represent data. "
SC,5th,N/A,,5.DA.3.1,"Compare and contrast models (e.g., graphs, tables) for data analysis. ",Data and Analysis,based,1B-DA-06,Organize and present collected data visually to highlight relationships and support a claim.,,Standard 3: Interpret and analyze data and information.    
SC,5th,N/A,,5.DA.4.1,Discuss accuracy based on data available. ,Data and Analysis,based,1B-DA-07,"Use data to highlight or propose cause-and-effect relationships, predict outcomes, or communicate an idea.",,Standard 4: Understand the accuracy of conclusions and how they are influenced by the amount of data collected.   
SC,5th,N/A,,5.AP.1.1,"Execute a sequence of instructions (i.e., algorithm) that mimic a daily task. ",Algorithms and Programming,based,1A-AP-08,Model daily processes by creating and following algorithms (sets of step-by-step instructions) to complete tasks.,,"Standard 1: Recognize that many daily tasks can be described as step-by-step instructions (i.e., algorithms). "
SC,5th,N/A,,5.AP.2.1,Recognize that a sequence of steps can be repeated. ,Algorithms and Programming,based,1B-AP-10,"Create programs that include sequences, events, loops, and conditionals.",,"Standard 2: Use an ordered list of steps (i.e., sequential execution) and simple control structures. "
SC,5th,N/A,,5.AP.2.2,"Identify the result of a conditional statement (e.g., in the statement, “If it is dark, then turn on the light,” the result is the lights turning on). ",Algorithms and Programming,based,1B-AP-10,"Create programs that include sequences, events, loops, and conditionals.",,"Standard 2: Use an ordered list of steps (i.e., sequential execution) and simple control structures. "
SC,5th,N/A,,5.AP.3.1,"Compose multiple levels of simple tasks (e.g., eating breakfast can include going to the table, sitting down in a chair, and picking up a spoon; brushing your teeth; walking to the bus stop) to make a more complex task. ",Algorithms and Programming,based,1B-AP-08,Compare and refine multiple algorithms for the same task and determine which is the most appropriate.,,Standard 3: Explore how tasks can be decomposed into simple tasks and simple tasks can be composed to form complex tasks. 
SC,5th,N/A,,5.AP.3.2,"Decompose a complex task of higher complexity (e.g., cooking a meal) into simple tasks (e.g., selecting a recipe, getting the ingredients, preparing the food, and serving the meal, where the task of getting the ingredients can be decomposed into writing a shopping list, going to a store, selecting and buying the ingredients, and going home). ",Algorithms and Programming,based,1B-AP-11,"Decompose (break down) problems into smaller, manageable subproblems to facilitate the program development process.",,Standard 3: Explore how tasks can be decomposed into simple tasks and simple tasks can be composed to form complex tasks. 
SC,5th,N/A,,5.AP.4.1,"Use a visual language to design and test a program that solves a simple task (e.g., online coding activity). ",Algorithms and Programming,different,,,,Standard 4: Develop a program to express an idea or address a problem. 
SC,5th,N/A,,5.IC.1.1,Discuss the positive and negative impacts of computing on society. ,Impacts of Computing,based,1B-IC-18,"Discuss computing technologies that have changed the world, and express how those technologies influence, and are influenced by, cultural practices.",,Standard 1: Discuss how computing has impacted society.    
SC,5th,N/A,,5.IC.2.1,"Demonstrate an understanding of the relevance and appropriateness of various electronic information sources (e.g., online databases such as Discus; web search engines). ",Impacts of Computing,different,,,,Standard 2: Evaluate the relevance and appropriateness of electronic information sources.     
SC,6th,N/A,,6.DL.1.1,"Use professional email protocol to communicate and share information with peers and teachers (e.g., addresses, subject line, body, salutations, closing). ",Digital Literacy,different,,,,Standard 1: Use software applications to create an authentic product. 
SC,6th,N/A,,6.DL.1.2,"Share documents created using word processing, presentation, and spreadsheet software via email attachments. ",Digital Literacy,different,,,,Standard 1: Use software applications to create an authentic product. 
SC,6th,N/A,,6.DL.1.3,"Use formulas in spreadsheets to perform real-world calculations (e.g., creating budgets). ",Digital Literacy,different,,,,Standard 1: Use software applications to create an authentic product. 
SC,6th,N/A,,6.DL.2.1,Identify rules for safe internet use.  ,Digital Literacy,based,1A-IC-17,Work respectfully and responsibly with others online.,,Standard 2: Understand risks and responsibilities of being a digital citizen. 
SC,6th,N/A,,6.DL.2.1,Identify rules for safe internet use.  ,Digital Literacy,based,2-IC-23,Describe tradeoffs between allowing information to be public and keeping information private and secure.,,Standard 2: Understand risks and responsibilities of being a digital citizen. 
SC,6th,N/A,,6.DL.2.2,"Identify appropriate use of social media (e.g., cyberbullying prevention). ",Digital Literacy,based,1A-IC-17,Work respectfully and responsibly with others online.,,Standard 2: Understand risks and responsibilities of being a digital citizen. 
SC,6th,N/A,,6.DL.2.3,Identify appropriate use of computing devices. ,Digital Literacy,based,2-IC-20,Compare tradeoffs associated with computing technologies that affect people's everyday activities and career options.,,Standard 2: Understand risks and responsibilities of being a digital citizen. 
SC,6th,N/A,,6.DL.3.1,Define and identify personal digital information. ,Digital Literacy,based,2-IC-23,Describe tradeoffs between allowing information to be public and keeping information private and secure.,,Standard 3: Understand issues associated with appropriate use of personal digital information. 
SC,6th,N/A,,6.DL.3.2,Identify consequences of inappropriate sharing of personal digital information. ,Digital Literacy,based,2-IC-23,Describe tradeoffs between allowing information to be public and keeping information private and secure.,,Standard 3: Understand issues associated with appropriate use of personal digital information. 
SC,6th,N/A,,6.DL.4.1,"Demonstrate proper keyboarding technique when keying letters, numbers, and symbols at a rate of 20 words per minute. ",Digital Literacy,different,,,,Standard 4: Demonstrate effective keyboarding skills on a computing device. 
SC,6th,N/A,,6.CS.1.1,"Identify and describe the key functional components (e.g., input devices, output devices, processor, operating system, software applications, memory, storage) of a computer. ",Computing Systems,different,,,,Standard 1: Analyze the use of computing to solve relevant problems.   
SC,6th,N/A,,6.CS.1.2,"Identify relevant problems and how they are solved using computer science and various types of computing devices (e.g., directions to a location can be obtained through Global Position Systems (GPS) and/or online maps). ",Computing Systems,different,,,,Standard 1: Analyze the use of computing to solve relevant problems.   
SC,6th,N/A,,6.CS.2.1,Understand various ways software is acquired and installed. ,Computing Systems,different,,,,Standard 2: Examine how computing devices function.  
SC,6th,N/A,,6.CS.3.1,"Identify the source of a problem using a systematic process (i.e., troubleshooting). ",Computing Systems,based,2-CS-03,Systematically identify and fix problems with computing devices and their components.,,Standard 3: Evaluate various solutions to common hardware and software problems.   
SC,6th,N/A,,6.NI.1.1,"Identify and define hardware required to connect to a network (e.g., connect a school tablet or computer to Wi-Fi, network, or internet). ",Networks & the Internet,different,,,,Standard 1: Analyze various network structures and how data is transmitted.      
SC,6th,N/A,,6.NI.1.2,Define an IP address and show an example. ,Networks & the Internet,based,3A-NI-04,"Evaluate the scalability and reliability of networks, by describing the relationship between routers, switches, servers, topology, and addressing.",,Standard 1: Analyze various network structures and how data is transmitted.      
SC,6th,N/A,,6.NI.1.3,Identify a Uniform Resource Locator (URL). ,Networks & the Internet,different,,,,Standard 1: Analyze various network structures and how data is transmitted.      
SC,6th,N/A,,6.NI.1.4,Define a packet and explain how they are used to transmit data across a network. ,Networks & the Internet,based,1B-NI-04,"Model how information is broken down into smaller pieces, transmitted as packets through multiple devices over networks and the Internet, and reassembled at the destination.",,Standard 1: Analyze various network structures and how data is transmitted.      
SC,6th,N/A,,6.NI.2.1,"Identify common security risks associated with using computer networks (e.g., compromised passwords, phishing, viruses). ",Networks & the Internet,based,2-IC-23,Describe tradeoffs between allowing information to be public and keeping information private and secure.,,"Standard 2: Identify methods to protect data, information, and computing devices across networks.    "
SC,6th,N/A,,6.NI.2.1,"Identify common security risks associated with using computer networks (e.g., compromised passwords, phishing, viruses). ",Networks & the Internet,based,2-NI-05,Explain how physical and digital security measures protect electronic information.,,"Standard 2: Identify methods to protect data, information, and computing devices across networks.    "
SC,6th,N/A,,6.NI.2.2,Identify how individuals and organizations protect data and information from security risks associated with using computer networks. ,Networks & the Internet,based,2-NI-06,Apply multiple methods of encryption to model the secure transmission of information.,,"Standard 2: Identify methods to protect data, information, and computing devices across networks.    "
SC,6th,N/A,,6.DA.1.1,"Identify the file extensions (e.g., .ppt, .pdf, .mp3) associated with software programs. ",Data and Analysis,different,,,,Standard 1: Evaluate the storage and representation of data.     
SC,6th,N/A,,6.DA.2.1,"Explore real-world data collection (e.g., identification number at lunch; teacher taking attendance; grocery store shopping card). ",Data and Analysis,based,1A-DA-06,Collect and present the same data in various visual formats. ,,Standard 2: Analyze how data is collected with both computational and non-computational tools and processes.
SC,6th,N/A,,6.DA.2.1,"Explore real-world data collection (e.g., identification number at lunch; teacher taking attendance; grocery store shopping card). ",Data and Analysis,based,2-DA-08,Collect data using computational tools and transform the data to make it more useful and reliable.,,Standard 2: Analyze how data is collected with both computational and non-computational tools and processes.
SC,6th,N/A,,6.DA.3.1,"Explain how large data sets are represented graphically (e.g., frequency plots, bar graphs). ",Data and Analysis,based,1A-DA-06,Collect and present the same data in various visual formats. ,,Standard 3: Analyze various ways to visually represent data.    
SC,6th,N/A,,6.DA.3.2,"Represent one set of numerical data (e.g., histograms, box plots, dot plots). ",Data and Analysis,based,1A-DA-06,Collect and present the same data in various visual formats. ,,Standard 3: Analyze various ways to visually represent data.    
SC,6th,N/A,,6.DA.3.2,"Represent one set of numerical data (e.g., histograms, box plots, dot plots). ",Data and Analysis,based,2-DA-08,Collect data using computational tools and transform the data to make it more useful and reliable.,,Standard 3: Analyze various ways to visually represent data.    
SC,6th,N/A,,6.AP.1.1,Recognize that there are multiple ways to sequence instructions that can lead to the same result. ,Algorithms and Programming,based,1B-AP-08,Compare and refine multiple algorithms for the same task and determine which is the most appropriate.,,"Standard 1: Design, evaluate, and modify simple algorithms (e.g., steps to make a sandwich; steps to a popular dance; steps for sending an email). "
SC,6th,N/A,,6.AP.1.2,Interpret pseudocode and flowcharts. ,Algorithms and Programming,based,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,,"Standard 1: Design, evaluate, and modify simple algorithms (e.g., steps to make a sandwich; steps to a popular dance; steps for sending an email). "
SC,6th,N/A,,6.AP.2.1,Select appropriate coding control structures to skip or repeat instructions. ,Algorithms and Programming,based,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",,"Standard 2: Use and compare simple coding control structures (e.g., if-then, loops). "
SC,6th,N/A,,6.AP.3.1,"Discuss the parts of a program (e.g., components of creating a video game include keeping score, determining winners/losers, moving characters, designing game art, and advancing levels). ",Algorithms and Programming,based,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",,"Standard 3: Decompose problems into subproblems and write code to solve the subproblems (i.e., break down a problem into smaller parts). "
SC,6th,N/A,,6.AP.4.1,"Use a beginner coding language (e.g., drag-and-drop, block-based) to design and code a simple program that solves a problem. ",Algorithms and Programming,based,1B-AP-11,"Decompose (break down) problems into smaller, manageable subproblems to facilitate the program development process.",,Standard 4: Design and code programs to solve problems. 
SC,6th,N/A,,6.AP.5.1,"Recognize variables that represent information (e.g., age, first name). ",Algorithms and Programming,based,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,,Standard 5: Identify variables and compare the types of data stored as variables. 
SC,6th,N/A,,6.AP.5.2,"Recognize variables can represent different types of data (e.g., numbers, words, colors, images). ",Algorithms and Programming,similar,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,,Standard 5: Identify variables and compare the types of data stored as variables. 
SC,6th,N/A,,6.IC.1.1,"Explore how computer science is and can be used to solve problems in students’ daily lives (e.g., “Internet of Things,” smart appliances, smart cars). ",Impacts of Computing,based,2-IC-20,Compare tradeoffs associated with computing technologies that affect people's everyday activities and career options.,,Standard 1: Evaluate the tradeoffs of computing in everyday activities.    
SC,6th,N/A,,6.IC.1.2,"Discover positive and negative impacts of computing on society (e.g., personal, health, workforce, economy, education, culture, environment). ",Impacts of Computing,based,2-IC-20,Compare tradeoffs associated with computing technologies that affect people's everyday activities and career options.,,Standard 1: Evaluate the tradeoffs of computing in everyday activities.    
SC,6th,N/A,,6.IC.2.1,Identify current communication methods and computing devices. ,Impacts of Computing,different,,,,Standard 2: Analyze various computing platforms used for communication.     
SC,6th,N/A,,6.IC.3.1,Identify guidelines for safely using the internet. ,Impacts of Computing,based,2-IC-23,Describe tradeoffs between allowing information to be public and keeping information private and secure.,,Standard 3: Evaluate the tradeoffs in what and how information is shared digitally.     
SC,6th,N/A,,6.IC.4.1,Identify unethical and illegal behavior. ,Impacts of Computing,based,3A-NI-06,"Recommend security measures to address various scenarios based on factors such as efficiency, feasibility, and ethical impacts.",,Standard 4: Evaluate how legal and ethical issues shape computing practices.   
SC,7th,N/A,,7.DL.1.1,"Collaborate in small groups to create and edit online documents in real time (e.g., multiple users editing one document in a shared online space).  ",Digital Literacy,based,2-IC-22,Collaborate with many contributors through strategies such as crowdsourcing or surveys when creating a computational artifact.,,Standard 1: Use software applications to create an authentic product. 
